id	theta	r	color	phy
s__Bacteroides ovatus	3.1472942736507545	280	#D95F02	p__Bacteroidota
s__Bacteroides thetaiotaomicron	3.1497450332218384	360	#D95F02	p__Bacteroidota
s__Parabacteroides chinchillae	3.1583559420639564	100	#D95F02	p__Bacteroidota
s__Bacteroides cellulosilyticus	3.1616956300965264	300	#D95F02	p__Bacteroidota
s__Bacteroides fluxus	3.1737719833748472	220	#D95F02	p__Bacteroidota
s__Bacteroides_A coprophilus	3.1751192305381197	200	#D95F02	p__Bacteroidota
s__Prevotella bergensis	3.1771699583088084	260	#D95F02	p__Bacteroidota
s__Porphyromonas gingivalis	3.181982756006376	420	#D95F02	p__Bacteroidota
s__Odoribacter massiliensis	3.1867560006098214	400	#D95F02	p__Bacteroidota
s__Barnesiella intestinihominis	3.1874976107921977	340	#D95F02	p__Bacteroidota
s__Bacteroides stercorirosoris	3.188834648380617	40	#D95F02	p__Bacteroidota
s__Bacteroides stercoris	3.194392530120714	380	#D95F02	p__Bacteroidota
s__Bacteroides fragilis	3.1984107284057837	120	#D95F02	p__Bacteroidota
s__Bacteroides_A plebeius_A	3.2048969266094973	160	#D95F02	p__Bacteroidota
s__Prevotella stercorea	3.2053484430198877	360	#D95F02	p__Bacteroidota
s__UBA6398 sp003150315	3.205369346557406	320	#D95F02	p__Bacteroidota
s__UBA11471 sp000434215	3.212455645776029	60	#D95F02	p__Bacteroidota
s__Prevotella sp002299275	3.215605112095417	240	#D95F02	p__Bacteroidota
s__Parabacteroides distasonis	3.219514794422934	280	#D95F02	p__Bacteroidota
s__Bacteroides intestinalis	3.2285380269814157	300	#D95F02	p__Bacteroidota
s__Alistipes sp000434235	3.2299460026260673	420	#D95F02	p__Bacteroidota
s__Bacteroides xylanisolvens	3.233879341088147	140	#D95F02	p__Bacteroidota
s__Bacteroides_B massiliensis	3.2370214830672577	400	#D95F02	p__Bacteroidota
s__Prevotella sp000834015	3.241981892520294	180	#D95F02	p__Bacteroidota
s__Parabacteroides merdae	3.2467729438787973	340	#D95F02	p__Bacteroidota
s__Bacteroides_A coprocola	3.247192406651635	380	#D95F02	p__Bacteroidota
s__Prevotella lascolaii	3.254740147286334	260	#D95F02	p__Bacteroidota
s__Bacteroides acidifaciens	3.260951852817937	360	#D95F02	p__Bacteroidota
s__Prevotella sp000434975	3.2648326400006384	220	#D95F02	p__Bacteroidota
s__Prevotella sp000436035	3.2682011996292015	320	#D95F02	p__Bacteroidota
s__Bacteroides uniformis	3.2764609290410163	200	#D95F02	p__Bacteroidota
s__Prevotella copri_A	3.2779092492457584	420	#D95F02	p__Bacteroidota
s__Prevotella sp900290275	3.287286965524695	400	#D95F02	p__Bacteroidota
s__Prevotella sp900313215	3.2917353151951128	280	#D95F02	p__Bacteroidota
s__Prevotella sp000434515	3.295380423866305	300	#D95F02	p__Bacteroidota
s__Prevotella sp003447235	3.299380916191145	240	#D95F02	p__Bacteroidota
s__Prevotella sp000436915	3.2999922831825557	380	#D95F02	p__Bacteroidota
s__Bacteroides_A sp000436795	3.3060482769653974	340	#D95F02	p__Bacteroidota
s__Prevotellamassilia timonensis	3.3165552626159864	360	#D95F02	p__Bacteroidota
s__Prevotella sp000436695	3.32587249586545	420	#D95F02	p__Bacteroidota
s__Prevotella copri	3.3305606327530892	160	#D95F02	p__Bacteroidota
s__Alistipes obesi	3.3310330527009975	320	#D95F02	p__Bacteroidota
s__Alistipes senegalensis	3.33231033626386	260	#D95F02	p__Bacteroidota
s__Alistipes sp900083545	3.337552447982131	400	#D95F02	p__Bacteroidota
s__Alistipes sp002358415	3.3527921597134767	380	#D95F02	p__Bacteroidota
s__Bacteroides clarus	3.354181630148501	180	#D95F02	p__Bacteroidota
s__Bacteroides caccae	3.3558932966264297	220	#D95F02	p__Bacteroidota
s__Bacteroides sp002491635	3.3610393390697495	100	#D95F02	p__Bacteroidota
s__Bacteroides oleiciplenus	3.361740349315033	80	#D95F02	p__Bacteroidota
s__Prevotella corporis	3.362222820751194	300	#D95F02	p__Bacteroidota
s__Alistipes shahii	3.363955835967292	280	#D95F02	p__Bacteroidota
s__Alistipes finegoldii	3.365323610051997	340	#D95F02	p__Bacteroidota
s__Alistipes sp002161445	3.368226547518746	120	#D95F02	p__Bacteroidota
s__Alistipes putredinis	3.372158672414036	360	#D95F02	p__Bacteroidota
s__Prevotella sp001275135	3.3738357424851415	420	#D95F02	p__Bacteroidota
s__Bacteroides_B sp002493165	3.377802627543913	200	#D95F02	p__Bacteroidota
s__Bacteroides_B sartorii	3.3799999296272074	140	#D95F02	p__Bacteroidota
s__Bacteroides congonensis	3.383156720286873	240	#D95F02	p__Bacteroidota
s__Bacteroides finegoldii	3.387817930439568	400	#D95F02	p__Bacteroidota
s__Bacteroides_B dorei	3.3938649057727934	320	#D95F02	p__Bacteroidota
s__Staphylococcus haemolyticus_A	3.4055920362443977	380	#7570B3	p__Firmicutes
s__Staphylococcus warneri	3.4098805252413857	260	#7570B3	p__Firmicutes
s__Staphylococcus aureus	3.421798989104833	420	#7570B3	p__Firmicutes
s__Staphylococcus argenteus	3.424598943138597	340	#7570B3	p__Firmicutes
s__Bacillus_BD tuaregi	3.4277620822120856	360	#7570B3	p__Firmicutes
s__Bacillus_BE massilionigeriensis	3.4290652176360834	300	#7570B3	p__Firmicutes
s__Bacillus_Q timonensis	3.4361763567394714	280	#7570B3	p__Firmicutes
s__Virgibacillus picturae	3.4380834128970044	400	#7570B3	p__Firmicutes
s__Staphylococcus epidermidis	3.4469539532522204	220	#7570B3	p__Firmicutes
s__Pediococcus pentosaceus	3.4562243388966807	160	#7570B3	p__Firmicutes
s__Enterococcus_A sp002140655	3.4566967588445894	320	#7570B3	p__Firmicutes
s__Listeria monocytogenes	3.4583919127753187	380	#7570B3	p__Firmicutes
s__Thalassobacillus sp001368835	3.466381367776708	180	#7570B3	p__Firmicutes
s__Lactococcus garvieae_B	3.4669325243826004	240	#7570B3	p__Firmicutes
s__Lactobacillus_B agilis	3.4697622357245246	420	#7570B3	p__Firmicutes
s__Lactobacillus iners	3.4791443260468093	200	#7570B3	p__Firmicutes
s__Bacillus_V massiliosenegalensis	3.483365492010135	360	#7570B3	p__Firmicutes
s__Gemella sp002871655	3.483874276225197	340	#7570B3	p__Firmicutes
s__Enterococcus_B hirae	3.4874507142189115	260	#7570B3	p__Firmicutes
s__CAG-826 sp000437235	3.4883488953544415	400	#7570B3	p__Firmicutes
s__Stoquefichus massiliensis	3.4959076145209727	300	#7570B3	p__Firmicutes
s__RUG131 sp900315885	3.5083968775116503	280	#7570B3	p__Firmicutes
s__Weissella paramesenteroides	3.511191789306239	380	#7570B3	p__Firmicutes
s__Pediococcus acidilactici	3.517725482344216	420	#7570B3	p__Firmicutes
s__Lactobacillus_B animalis	3.5195286119163853	320	#7570B3	p__Firmicutes
s__Enterococcus_A raffinosus	3.5261205181662674	140	#7570B3	p__Firmicutes
s__CAG-1000 sp000434555	3.5380146098780116	220	#7570B3	p__Firmicutes
s__Bacillus_A thuringiensis_S	3.538042366631707	120	#7570B3	p__Firmicutes
s__Lactobacillus_G parafarraginis	3.5386143778118777	400	#7570B3	p__Firmicutes
s__CAG-345 sp000433315	3.5389689018081842	360	#7570B3	p__Firmicutes
s__CAG-776 sp000438195	3.5431496093117967	340	#7570B3	p__Firmicutes
s__CAG-698 sp000431235	3.5507083284783283	240	#7570B3	p__Firmicutes
s__Lactobacillus hominis	3.561521496174895	60	#7570B3	p__Firmicutes
s__Dielma fastidiosa	3.562750011405862	300	#7570B3	p__Firmicutes
s__Lactobacillus kalixensis	3.5637227360755426	100	#7570B3	p__Firmicutes
s__Enterococcus_D gallinarum	3.56399166583716	380	#7570B3	p__Firmicutes
s__Lactobacillus_E coryniformis	3.5650209031964373	260	#7570B3	p__Firmicutes
s__CAG-460 sp000437355	3.5656887289639076	420	#7570B3	p__Firmicutes
s__CAG-307 sp001916215	3.578581105404915	180	#7570B3	p__Firmicutes
s__Enterococcus caccae	3.580486024549706	200	#7570B3	p__Firmicutes
s__Enterococcus_C dispar	3.5806173982838296	280	#7570B3	p__Firmicutes
s__Holdemania filiformis	3.5818880450402726	160	#7570B3	p__Firmicutes
s__Holdemania massiliensis	3.582360464988181	320	#7570B3	p__Firmicutes
s__CAG-628 sp000438415	3.588879860269315	400	#7570B3	p__Firmicutes
s__Streptococcus oralis_V	3.5945723116062336	360	#7570B3	p__Firmicutes
s__Streptococcus mitis_D	3.6024249423983967	340	#7570B3	p__Firmicutes
s__Streptococcus mutans	3.613067761602217	80	#7570B3	p__Firmicutes
s__CAG-313 sp003539625	3.613651975583599	420	#7570B3	p__Firmicutes
s__Tener-01 sp001940985	3.616791542368081	380	#7570B3	p__Firmicutes
s__Granulicatella adiacens	3.629075266503803	220	#7570B3	p__Firmicutes
s__Lactobacillus_F plantarum	3.629592408290751	300	#7570B3	p__Firmicutes
s__Lactobacillus_C zeae	3.6344841325740562	240	#7570B3	p__Firmicutes
s__Lactobacillus_G senioris	3.639145342726751	400	#7570B3	p__Firmicutes
s__Lactobacillus_C paracasei	3.642591092173963	260	#7570B3	p__Firmicutes
s__Lactobacillus_D sakei	3.645192318059977	320	#7570B3	p__Firmicutes
s__Lactobacillus_C rhamnosus	3.6501757214042834	360	#7570B3	p__Firmicutes
s__Lactobacillus delbrueckii_A	3.6528379190560085	280	#7570B3	p__Firmicutes
s__Lactobacillus delbrueckii	3.6617002754849968	340	#7570B3	p__Firmicutes
s__Lactobacillus amylolyticus	3.669591418899002	380	#7570B3	p__Firmicutes
s__Lactobacillus_H vaginalis	3.6722411067053273	140	#7570B3	p__Firmicutes
s__Granulicatella sp001071995	3.6818277230526024	200	#7570B3	p__Firmicutes
s__Streptococcus peroris	3.689410825184188	400	#7570B3	p__Firmicutes
s__Lactococcus raffinolactis	3.6907808430331217	180	#7570B3	p__Firmicutes
s__Bacillus_W rubiinfantis	3.6964348051756404	300	#7570B3	p__Firmicutes
s__CAG-460 sp000437315	3.7057791312023327	360	#7570B3	p__Firmicutes
s__Streptococcus pseudopneumoniae_O	3.7075517511838645	160	#7570B3	p__Firmicutes
s__Streptococcus mitis_AC	3.7078581857446693	120	#7570B3	p__Firmicutes
s__Streptococcus mitis	3.7080241711317727	320	#7570B3	p__Firmicutes
s__Streptococcus gordonii	3.712433423978916	40	#7570B3	p__Firmicutes
s__Gemella sanguinis	3.7182599366697837	240	#7570B3	p__Firmicutes
s__Streptococcus sp000411475	3.7201359231295936	220	#7570B3	p__Firmicutes
s__Streptococcus constellatus	3.720161281151489	260	#7570B3	p__Firmicutes
s__Erysipelatoclostridium sp002160495	3.7209756085715964	340	#7570B3	p__Firmicutes
s__CAG-611 sp000434175	3.7223912954299228	380	#7570B3	p__Firmicutes
s__Streptococcus oralis_S	3.725058439828188	280	#7570B3	p__Firmicutes
s__Lactobacillus_G kefiri	3.7396763076416244	400	#7570B3	p__Firmicutes
s__Streptococcus sp000479315	3.761382541000382	360	#7570B3	p__Firmicutes
s__Lactobacillus_C saniviri	3.7632772020605296	300	#7570B3	p__Firmicutes
s__CAG-594 sp000434835	3.7664061330813356	100	#7570B3	p__Firmicutes
s__Enterococcus_A gilvus	3.7708560242035687	320	#7570B3	p__Firmicutes
s__Streptococcus anginosus	3.7751911719608438	380	#7570B3	p__Firmicutes
s__Enterococcus_G italicus	3.7802509416581964	340	#7570B3	p__Firmicutes
s__Turicibacter sanguinis	3.783169421555499	200	#7570B3	p__Firmicutes
s__FJAT-27916 sp001183965	3.7899417900990615	400	#7570B3	p__Firmicutes
s__Enterococcus_C asini	3.7935321817031635	20	#7570B3	p__Firmicutes
s__Weissella cibaria	3.7972789606003667	280	#7570B3	p__Firmicutes
s__KLE1796 sp001580115	3.7977314701290146	260	#7570B3	p__Firmicutes
s__Lactobacillus_G hilgardii	3.8020357407655117	240	#7570B3	p__Firmicutes
s__Solobacterium moorei	3.8029805806613286	180	#7570B3	p__Firmicutes
s__CAG-302 sp000431795	3.811196579755385	220	#7570B3	p__Firmicutes
s__Leuconostoc mesenteroides	3.8169859507984314	360	#7570B3	p__Firmicutes
s__Faecalicoccus pleomorphus	3.8183616952443877	140	#7570B3	p__Firmicutes
s__Gemella morbillorum	3.8279910484917647	380	#7570B3	p__Firmicutes
s__Erysipelatoclostridium spiroforme	3.830119598945419	300	#7570B3	p__Firmicutes
s__Dielma sp001305055	3.833215457327456	160	#7570B3	p__Firmicutes
s__CAG-460 sp000438075	3.8336878772753646	320	#7570B3	p__Firmicutes
s__CAG-884 sp000433875	3.839526274744796	340	#7570B3	p__Firmicutes
s__Lactococcus petauri	3.8402072725564977	400	#7570B3	p__Firmicutes
s__Streptococcus anginosus_C	3.8643951738894002	80	#7570B3	p__Firmicutes
s__Streptococcus oralis_E	3.869499481372546	280	#7570B3	p__Firmicutes
s__Leuconostoc lactis_B	3.872589360596481	360	#7570B3	p__Firmicutes
s__Lactobacillus_G sanfranciscensis	3.8753016591065403	260	#7570B3	p__Firmicutes
s__Lactobacillus intestinalis	3.8776740048576315	120	#7570B3	p__Firmicutes
s__Lactobacillus_G brevis	3.8807909250226857	380	#7570B3	p__Firmicutes
s__Lactobacillus gallinarum	3.8845111200583955	200	#7570B3	p__Firmicutes
s__Lactobacillus helveticus	3.8858115448612396	240	#7570B3	p__Firmicutes
s__Lactobacillus ultunensis	3.890472755013935	400	#7570B3	p__Firmicutes
s__Lactobacillus_H mucosae	3.8965197303471606	320	#7570B3	p__Firmicutes
s__Lactobacillus_H oris	3.896961995830308	300	#7570B3	p__Firmicutes
s__Lactobacillus johnsonii	3.898801607831396	340	#7570B3	p__Firmicutes
s__Lactobacillus crispatus	3.902257236381176	220	#7570B3	p__Firmicutes
s__Lactobacillus gasseri	3.910587346573761	60	#7570B3	p__Firmicutes
s__Vagococcus teuberi	3.9151803182895355	180	#7570B3	p__Firmicutes
s__Weissella viridescens	3.9281927703945305	360	#7570B3	p__Firmicutes
s__Lactobacillus acidophilus	3.9335908015536067	380	#7570B3	p__Firmicutes
s__Lactobacillus amylovorus	3.940738237471371	400	#7570B3	p__Firmicutes
s__CAG-582 sp000435515	3.9417200021447254	280	#7570B3	p__Firmicutes
s__Enterococcus_C massiliensis	3.952871848084066	260	#7570B3	p__Firmicutes
s__CAG-631 sp000433015	3.958076940917996	340	#7570B3	p__Firmicutes
s__Streptococcus oralis	3.958879163471048	160	#7570B3	p__Firmicutes
s__Lactobacillus_D curvatus	3.959351583418956	320	#7570B3	p__Firmicutes
s__Streptococcus sp002300045	3.9638043927151974	300	#7570B3	p__Firmicutes
s__CAG-288 sp000437395	3.9644822837834477	140	#7570B3	p__Firmicutes
s__CAG-878 sp000432255	3.9690895300871287	100	#7570B3	p__Firmicutes
s__Enterococcus_D casseliflavus	3.9695873489569675	240	#7570B3	p__Firmicutes
s__Listeria innocua	3.98379618019258	360	#7570B3	p__Firmicutes
s__Enterococcus_B pernyi	3.985852818561292	200	#7570B3	p__Firmicutes
s__Holdemania sp900120005	3.9863906780845273	380	#7570B3	p__Firmicutes
s__Streptococcus lutetiensis	3.991003719928808	400	#7570B3	p__Firmicutes
s__Lactobacillus_B salivarius	3.9933178930069673	220	#7570B3	p__Firmicutes
s__Enterococcus_A avium	4.013940522916904	280	#7570B3	p__Firmicutes
s__Gemella haemolysans_B	4.017352274004596	340	#7570B3	p__Firmicutes
s__Enterococcus_B durans	4.022183436490752	320	#7570B3	p__Firmicutes
s__CAG-1000 sp000436975	4.027380055917742	180	#7570B3	p__Firmicutes
s__Streptococcus infantis_I	4.030442037061592	260	#7570B3	p__Firmicutes
s__CAG-536 sp900314505	4.030646789600087	300	#7570B3	p__Firmicutes
s__Lactobacillus apis	4.039190554615448	380	#7570B3	p__Firmicutes
s__Lactococcus garvieae	4.039399589990629	360	#7570B3	p__Firmicutes
s__CAG-877 sp000433455	4.041269202386244	400	#7570B3	p__Firmicutes
s__CAG-605 sp000433255	4.047489823970593	120	#7570B3	p__Firmicutes
s__Streptococcus timonensis	4.053363153052695	240	#7570B3	p__Firmicutes
s__Streptococcus parasanguinis_B	4.076627607091196	340	#7570B3	p__Firmicutes
s__Stoquefichus sp001244545	4.084378549632758	220	#7570B3	p__Firmicutes
s__Lactococcus lactis_E	4.08454286961464	160	#7570B3	p__Firmicutes
s__Enterococcus faecalis	4.085015289562548	320	#7570B3	p__Firmicutes
s__Enterococcus_B faecium	4.086161043689083	280	#7570B3	p__Firmicutes
s__Bacillus_J andreraoultii	4.087194517064189	200	#7570B3	p__Firmicutes
s__Coprobacillus cateniformis	4.0915346848436815	400	#7570B3	p__Firmicutes
s__Absiella dolichum	4.091990431146369	380	#7570B3	p__Firmicutes
s__Lactobacillus_B murinus	4.0950029997886785	360	#7570B3	p__Firmicutes
s__Absiella sp000163515	4.097489186484975	300	#7570B3	p__Firmicutes
s__OEMR01 sp900199515	4.108012226039118	260	#7570B3	p__Firmicutes
s__Streptococcus equinus	4.110602872322508	140	#7570B3	p__Firmicutes
s__Streptococcus oralis_AE	4.115722586176584	80	#7570B3	p__Firmicutes
s__Streptococcus parasanguinis	4.135902940177796	340	#7570B3	p__Firmicutes
s__CAG-568 sp000434395	4.137138957148423	240	#7570B3	p__Firmicutes
s__Streptococcus infantarius	4.139579793545949	180	#7570B3	p__Firmicutes
s__Lactococcus lactis	4.141800167301118	400	#7570B3	p__Firmicutes
s__CAG-536 sp000434355	4.14479030767729	380	#7570B3	p__Firmicutes
s__CAG-628 sp003524085	4.147847142634344	320	#7570B3	p__Firmicutes
s__CAG-533 sp000434495	4.150606409586728	360	#7570B3	p__Firmicutes
s__CAG-762 sp000432575	4.158381564461262	280	#7570B3	p__Firmicutes
s__CAG-1193 sp000436255	4.164331583369865	300	#7570B3	p__Firmicutes
s__Streptococcus thermophilus	4.171772927092922	100	#7570B3	p__Firmicutes
s__CAG-417 sp000432835	4.175439206258549	220	#7570B3	p__Firmicutes
s__CAG-449 sp000432895	4.185582415016643	260	#7570B3	p__Firmicutes
s__CAG-451 sp000438295	4.188536215567085	200	#7570B3	p__Firmicutes
s__Streptococcus sp000187445	4.192065649758555	400	#7570B3	p__Firmicutes
s__Weissella confusa	4.195178273264395	340	#7570B3	p__Firmicutes
s__Lactobacillus_G buchneri	4.197590184208211	380	#7570B3	p__Firmicutes
s__Lactobacillus_H fermentum	4.206209819384777	360	#7570B3	p__Firmicutes
s__Lactobacillus_H antri	4.210206575758232	160	#7570B3	p__Firmicutes
s__Lactobacillus gasseri_A	4.2106789957061395	320	#7570B3	p__Firmicutes
s__Lactobacillus_H vaginalis_A	4.217305643083555	120	#7570B3	p__Firmicutes
s__Massiliomicrobiota timonensis	4.220914761244151	240	#7570B3	p__Firmicutes
s__Massiliomicrobiota sp002160815	4.230602085233442	280	#7570B3	p__Firmicutes
s__Holdemanella biformis	4.231173980254754	300	#7570B3	p__Firmicutes
s__Catenibacterium mitsuokai	4.236032199577214	40	#7570B3	p__Firmicutes
s__Catenibacterium sp000437715	4.242331132215992	400	#7570B3	p__Firmicutes
s__Turicibacter sp001543345	4.250390060739132	380	#7570B3	p__Firmicutes
s__Lactobacillus_B ruminis	4.251779531174156	180	#7570B3	p__Firmicutes
s__CAG-988 sp003149915	4.254453606350996	340	#7570B3	p__Firmicutes
s__CAG-822 sp000432855	4.256723460861568	140	#7570B3	p__Firmicutes
s__Streptococcus sp001556435	4.259653196972627	60	#7570B3	p__Firmicutes
s__CAG-433 sp000433675	4.261813229182827	360	#7570B3	p__Firmicutes
s__Streptococcus salivarius	4.263152603994169	260	#7570B3	p__Firmicutes
s__Streptococcus vestibularis	4.26649986288434	220	#7570B3	p__Firmicutes
s__Faecalitalea cylindroides	4.273510848777935	320	#7570B3	p__Firmicutes
s__Enterococcus_A devriesei	4.289877914069982	200	#7570B3	p__Firmicutes
s__Erysipelatoclostridium sp003024675	4.292596614673428	400	#7570B3	p__Firmicutes
s__Erysipelatoclostridium saccharogumia	4.298016377139644	300	#7570B3	p__Firmicutes
s__Holdemanella sp002299315	4.302822606005621	280	#7570B3	p__Firmicutes
s__Erysipelatoclostridium sp000752095	4.303189937270053	380	#7570B3	p__Firmicutes
s__Kurthia massiliensis	4.304690565339879	240	#7570B3	p__Firmicutes
s__Streptococcus agalactiae	4.3137289394375955	340	#7570B3	p__Firmicutes
s__Ureaplasma parvum	4.317416638980876	360	#7570B3	p__Firmicutes
s__Absiella sp000165065	4.3358702819018236	160	#7570B3	p__Firmicutes
s__Streptococcus pasteurianus	4.336342701849731	320	#7570B3	p__Firmicutes
s__Enterococcus_B faecium_B	4.340722792971695	260	#7570B3	p__Firmicutes
s__Bacillus_A sp001884105	4.342862097130865	400	#7570B3	p__Firmicutes
s__CAG-605 sp000433475	4.355989813800974	380	#7570B3	p__Firmicutes
s__CAG-313 sp000433035	4.357560519510131	220	#7570B3	p__Firmicutes
s__CAG-302 sp001916775	4.363979268802363	180	#7570B3	p__Firmicutes
s__CAG-914 sp000437895	4.364858774024532	300	#7570B3	p__Firmicutes
s__Erysipelatoclostridium ramosum	4.367049998463767	80	#7570B3	p__Firmicutes
s__Absiella innocuum	4.373004272524195	340	#7570B3	p__Firmicutes
s__Solobacterium sp900290205	4.373020048778926	360	#7570B3	p__Firmicutes
s__CAG-710 sp000432595	4.374456324098715	100	#7570B3	p__Firmicutes
s__Pigmentiphaga sp002188635	4.3750431267778005	280	#E7298A	p__Proteobacteria
s__Aeromonas veronii_A	4.387121462196516	120	#E7298A	p__Proteobacteria
s__Stenotrophomonas sp003028475	4.388466369435607	240	#E7298A	p__Proteobacteria
s__Morganella morganii_B	4.391219612572878	200	#E7298A	p__Proteobacteria
s__Morganella morganii_A	4.393127579588302	400	#E7298A	p__Proteobacteria
s__Proteus penneri	4.399174554921527	320	#E7298A	p__Proteobacteria
s__Yersinia massiliensis	4.402844049400628	140	#E7298A	p__Proteobacteria
s__Leminorella grimontii	4.408789690331894	380	#E7298A	p__Proteobacteria
s__Franconibacter helveticus	4.418292981949221	260	#E7298A	p__Proteobacteria
s__Serratia ureilytica	4.4286234585769755	360	#E7298A	p__Proteobacteria
s__Pseudomonas_E fragi_B	4.431701170909422	300	#E7298A	p__Proteobacteria
s__Yersinia mollaretii	4.432279605610796	340	#E7298A	p__Proteobacteria
s__Acinetobacter baumannii	4.443393062045739	400	#E7298A	p__Proteobacteria
s__Acinetobacter pittii	4.447263647549979	280	#E7298A	p__Proteobacteria
s__Acinetobacter sp000369785	4.448621176135922	220	#E7298A	p__Proteobacteria
s__Acinetobacter radioresistens	4.4615339880454155	160	#E7298A	p__Proteobacteria
s__Vibrio fluvialis	4.461589566862815	380	#E7298A	p__Proteobacteria
s__Pseudomonas_B luteola	4.462006407993322	320	#E7298A	p__Proteobacteria
s__Proteus vulgaris_A	4.472242173531335	240	#E7298A	p__Proteobacteria
s__Providencia rettgeri_D	4.47617900643057	180	#E7298A	p__Proteobacteria
s__CAG-977 sp000434295	4.484226868375025	360	#E7298A	p__Proteobacteria
s__Pseudomonas citronellolis	4.491554938697395	340	#E7298A	p__Proteobacteria
s__UBA2903 sp002349565	4.492561311075775	200	#E7298A	p__Proteobacteria
s__Acinetobacter ursingii	4.493658544503175	400	#E7298A	p__Proteobacteria
s__Acinetobacter sp002934695	4.4958631709267465	260	#E7298A	p__Proteobacteria
s__Acinetobacter fasciculus	4.498543567794311	300	#E7298A	p__Proteobacteria
s__Grimontia hollisae	4.514389443393736	380	#E7298A	p__Proteobacteria
s__Moellerella wisconsensis	4.519484168322158	280	#E7298A	p__Proteobacteria
s__Vibrio parahaemolyticus	4.524838261065119	320	#E7298A	p__Proteobacteria
s__Vibrio vulnificus	4.539681832761714	220	#E7298A	p__Proteobacteria
s__Pantoea sp002920175	4.539830278173074	360	#E7298A	p__Proteobacteria
s__Neisseria_D elongata	4.543924026960611	400	#E7298A	p__Proteobacteria
s__Hafnia paralvei	4.548964637939688	140	#E7298A	p__Proteobacteria
s__Pseudomonas_E aeruginosa	4.550830271783995	340	#E7298A	p__Proteobacteria
s__Leminorella richardii	4.556017977627063	240	#E7298A	p__Proteobacteria
s__Comamonas kerstersii	4.556937281309478	120	#E7298A	p__Proteobacteria
s__Eikenella corrodens	4.5653859646792005	300	#E7298A	p__Proteobacteria
s__Yersinia bercovieri	4.567189319924657	380	#E7298A	p__Proteobacteria
s__Cardiobacterium valvarum	4.573433359904272	260	#E7298A	p__Proteobacteria
s__Stenotrophomonas maltophilia_F	4.577139721104508	100	#E7298A	p__Proteobacteria
s__Salinicola tamaricis	4.5871976941890065	160	#E7298A	p__Proteobacteria
s__Yersinia kristensenii_B	4.587670114136914	320	#E7298A	p__Proteobacteria
s__Serratia liquefaciens	4.588378744058777	180	#E7298A	p__Proteobacteria
s__Kosakonia cowanii	4.591704689094338	280	#E7298A	p__Proteobacteria
s__Providencia rettgeri_C	4.593903009578671	200	#E7298A	p__Proteobacteria
s__Neisseria gonorrhoeae	4.594189509418048	400	#E7298A	p__Proteobacteria
s__Turicimonas muris	4.5954336879711235	360	#E7298A	p__Proteobacteria
s__Hafnia alvei	4.608719047371493	60	#E7298A	p__Proteobacteria
s__Serratia sp001642805	4.610105604870595	340	#E7298A	p__Proteobacteria
s__Vibrio furnissii	4.61837741075095	80	#E7298A	p__Proteobacteria
s__Vibrio cholerae	4.619989196455578	380	#E7298A	p__Proteobacteria
s__Aeromonas veronii	4.630742489387504	220	#E7298A	p__Proteobacteria
s__Proteus mirabilis	4.632228361564089	300	#E7298A	p__Proteobacteria
s__Acinetobacter junii	4.6397937817227906	240	#E7298A	p__Proteobacteria
s__Oxalobacter formigenes_A	4.6444549918754845	400	#E7298A	p__Proteobacteria
s__Rahnella sp003263545	4.650501967208711	320	#E7298A	p__Proteobacteria
s__Yersinia enterocolitica	4.651003548881798	260	#E7298A	p__Proteobacteria
s__Acidovorax_D temperans	4.651037097769173	360	#E7298A	p__Proteobacteria
s__Providencia rustigianii	4.663925209866517	280	#E7298A	p__Proteobacteria
s__Leclercia adecarboxylata_C	4.669380937957195	340	#E7298A	p__Proteobacteria
s__Aeromonas dhakensis	4.672789072986499	380	#E7298A	p__Proteobacteria
s__Sutterella parvirubra	4.694720474332922	400	#E7298A	p__Proteobacteria
s__Pseudomonas_E fulva	4.695085226478748	140	#E7298A	p__Proteobacteria
s__Succinatimonas hippei	4.695244708081568	200	#E7298A	p__Proteobacteria
s__CAG-495 sp000432275	4.699070758448978	300	#E7298A	p__Proteobacteria
s__Pantoea anthophila	4.700578481686984	180	#E7298A	p__Proteobacteria
s__Pseudomonas aeruginosa	4.706640507567222	360	#E7298A	p__Proteobacteria
s__Yersinia intermedia	4.712861400332598	160	#E7298A	p__Proteobacteria
s__Edwardsiella tarda	4.713333820280506	320	#E7298A	p__Proteobacteria
s__CAG-521 sp002329575	4.721803146013295	220	#E7298A	p__Proteobacteria
s__Yersinia kristensenii	4.7235695858185185	240	#E7298A	p__Proteobacteria
s__Haemophilus_D pittmaniae	4.72558894951742	380	#E7298A	p__Proteobacteria
s__Haemophilus_A paraphrohaemolyticus	4.72675310042244	120	#E7298A	p__Proteobacteria
s__Enterobacter cancerogenus	4.728573737859324	260	#E7298A	p__Proteobacteria
s__Haemophilus_A sputorum	4.7286562710437945	340	#E7298A	p__Proteobacteria
s__Yersinia aleksiciae	4.736145730638696	280	#E7298A	p__Proteobacteria
s__Pantoea ananatis	4.744985956790358	400	#E7298A	p__Proteobacteria
s__Yersinia frederiksenii	4.759630975175513	40	#E7298A	p__Proteobacteria
s__Proteus terrae	4.762243917365272	360	#E7298A	p__Proteobacteria
s__Enterobacter_A timonensis	4.765913155333868	300	#E7298A	p__Proteobacteria
s__Pseudomonas_E putida_P	4.776165673352302	320	#E7298A	p__Proteobacteria
