Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA Study,Submitter_Id
ERR260228,WGS,202,3848483598,PRJEB1786,SAMEA1906526,2590193428,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234816,SAMEA1906526,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906526,97,ERP002469,97
ERR260229,WGS,202,2900968460,PRJEB1786,SAMEA1906543,2135351197,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234817,SAMEA1906543,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906543,98,ERP002469,98
ERR260230,WGS,202,1996491240,PRJEB1786,SAMEA1906458,1486537168,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234818,SAMEA1906458,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906458,99,ERP002469,99
ERR260231,WGS,202,2099276314,PRJEB1786,SAMEA1906487,1558328769,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234819,SAMEA1906487,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906487,100,ERP002469,100
ERR260232,WGS,202,1885347204,PRJEB1786,SAMEA1906415,1398215104,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234820,SAMEA1906415,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906415,101,ERP002469,101
ERR260233,WGS,202,2088164698,PRJEB1786,SAMEA1906430,1556914719,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234821,SAMEA1906430,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906430,102,ERP002469,102
ERR260235,WGS,202,1521783362,PRJEB1786,SAMEA1906572,1129244020,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234823,SAMEA1906572,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906572,104,ERP002469,104
ERR260236,WGS,202,2035785088,PRJEB1786,SAMEA1906555,1510203813,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234824,SAMEA1906555,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906555,105,ERP002469,105
ERR260238,WGS,202,2836099796,PRJEB1786,SAMEA1906497,2098794117,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234826,SAMEA1906497,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906497,107,ERP002469,107
ERR260239,WGS,202,2577105900,PRJEB1786,SAMEA1906533,1790886106,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena","gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234827,SAMEA1906533,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906533,108,ERP002469,108
ERR260242,WGS,202,1601761828,PRJEB1786,SAMEA1906491,1110613725,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234830,SAMEA1906491,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906491,111,ERP002469,111
ERR260243,WGS,202,2297022396,PRJEB1786,SAMEA1906417,1566168121,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234831,SAMEA1906417,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906417,112,ERP002469,112
ERR260244,WGS,202,1939606828,PRJEB1786,SAMEA1906438,1329445640,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234832,SAMEA1906438,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906438,113,ERP002469,113
ERR260246,WGS,202,2489746758,PRJEB1786,SAMEA1906550,1708328970,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234834,SAMEA1906550,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906550,115,ERP002469,115
ERR260248,WGS,202,2282760388,PRJEB1786,SAMEA1906429,1584714611,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234836,SAMEA1906429,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906429,117,ERP002469,117
ERR260249,WGS,202,1954234860,PRJEB1786,SAMEA1906447,1442730259,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234837,SAMEA1906447,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906447,118,ERP002469,118
ERR260251,WGS,202,2503143600,PRJEB1786,SAMEA1906460,1795560196,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234839,SAMEA1906460,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906460,120,ERP002469,120
ERR260253,WGS,202,2480018034,PRJEB1786,SAMEA1906525,1806622082,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234841,SAMEA1906525,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906525,122,ERP002469,122
ERR260254,WGS,202,2607637392,PRJEB1786,SAMEA1906532,1928259076,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234842,SAMEA1906532,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906532,123,ERP002469,123
ERR260255,WGS,202,1999859186,PRJEB1786,SAMEA1906551,1428540488,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234843,SAMEA1906551,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906551,124,ERP002469,124
ERR260257,WGS,202,4552459456,PRJEB1786,SAMEA1906425,3319535236,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234845,SAMEA1906425,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906425,126,ERP002469,126
ERR260258,WGS,202,2389231154,PRJEB1786,SAMEA1906486,1723693337,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234846,SAMEA1906486,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906486,127,ERP002469,127
ERR260261,WGS,202,4053706508,PRJEB1786,SAMEA1906451,2674106485,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234849,SAMEA1906451,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906451,130,ERP002469,130
ERR260262,WGS,202,2995481028,PRJEB1786,SAMEA1906466,2024172296,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234850,SAMEA1906466,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906466,131,ERP002469,131
ERR260264,WGS,202,4952644484,PRJEB1786,SAMEA1906427,3321680010,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234852,SAMEA1906427,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906427,133,ERP002469,133
ERR260265,WGS,202,4448436324,PRJEB1786,SAMEA1906563,2997495351,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234853,SAMEA1906563,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906563,134,ERP002469,134
ERR260266,WGS,202,3926410956,PRJEB1786,SAMEA1906520,2619686581,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234854,SAMEA1906520,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906520,135,ERP002469,135
ERR260268,WGS,192,797799936,PRJEB1786,SAMEA1906453,532761849,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234856,SAMEA1906453,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906453,137,ERP002469,137
ERR260269,WGS,192,966913152,PRJEB1786,SAMEA1906494,657572887,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234857,SAMEA1906494,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906494,138,ERP002469,138
ERR260272,WGS,192,789010752,PRJEB1786,SAMEA1906562,538518139,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234860,SAMEA1906562,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906562,141,ERP002469,141
ERR260273,WGS,192,820824384,PRJEB1786,SAMEA1906549,559610387,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234861,SAMEA1906549,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906549,142,ERP002469,142
ERR260274,WGS,192,1145858688,PRJEB1786,SAMEA1906566,787673031,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234862,SAMEA1906566,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906566,143,ERP002469,143
ERR260275,WGS,192,1090824000,PRJEB1786,SAMEA1906507,721174082,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234863,SAMEA1906507,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906507,144,ERP002469,144
ERR260234,WGS,202,2482589292,PRJEB1786,SAMEA1906448,1851990483,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234822,SAMEA1906448,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906448,103,ERP002469,103
ERR260237,WGS,202,2745456134,PRJEB1786,SAMEA1906567,2053084253,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234825,SAMEA1906567,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:43Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906567,106,ERP002469,106
ERR260240,WGS,202,2673502926,PRJEB1786,SAMEA1906546,1872168016,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234828,SAMEA1906546,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906546,109,ERP002469,109
ERR260241,WGS,202,2339488654,PRJEB1786,SAMEA1906472,1628171539,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,s3,ena","ena,gs.US,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234829,SAMEA1906472,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906472,110,ERP002469,110
ERR260245,WGS,202,2711037556,PRJEB1786,SAMEA1906581,1875789129,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234833,SAMEA1906581,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906581,114,ERP002469,114
ERR260247,WGS,202,2351107088,PRJEB1786,SAMEA1906575,1620769515,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,s3,ena","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234835,SAMEA1906575,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906575,116,ERP002469,116
ERR260250,WGS,202,3307295096,PRJEB1786,SAMEA1906463,2412538004,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234838,SAMEA1906463,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906463,119,ERP002469,119
ERR260252,WGS,202,2981401426,PRJEB1786,SAMEA1906474,2192508426,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234840,SAMEA1906474,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906474,121,ERP002469,121
ERR260256,WGS,202,3014347020,PRJEB1786,SAMEA1906449,2224906888,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,ena,gs","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234844,SAMEA1906449,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906449,125,ERP002469,125
ERR260259,WGS,202,3929291476,PRJEB1786,SAMEA1906459,2638940548,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234847,SAMEA1906459,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906459,128,ERP002469,128
ERR260260,WGS,202,3874689260,PRJEB1786,SAMEA1906481,2616069877,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs","ena,s3.us-east-1,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234848,SAMEA1906481,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906481,129,ERP002469,129
ERR260263,WGS,202,4562815390,PRJEB1786,SAMEA1906443,3072084083,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234851,SAMEA1906443,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906443,132,ERP002469,132
ERR260267,WGS,202,4078647852,PRJEB1786,SAMEA1906538,2751110593,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","gs,ena,s3","gs.US,ena,s3.us-east-1",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234855,SAMEA1906538,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906538,136,ERP002469,136
ERR260270,WGS,192,1061488704,PRJEB1786,SAMEA1906428,712380404,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ena","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234858,SAMEA1906428,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906428,139,ERP002469,139
ERR260271,WGS,192,761805504,PRJEB1786,SAMEA1906445,514179622,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ena,s3","s3.us-east-1,ena,gs.US",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234859,SAMEA1906445,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906445,140,ERP002469,140
ERR260276,WGS,192,996047040,PRJEB1786,SAMEA1906439,688905870,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","s3,gs,ena","s3.us-east-1,gs.US,ena",2013-05-16,2013-05-16,2018-11-16,2021-03-19,ERX234864,SAMEA1906439,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2021-03-19T12:07:44Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906439,145,ERP002469,145
