Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Month,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Subject
SRR5650032,WGS,196,4625783746,PRJNA385949,SAMN07199871,Metagenome or environmental,3189112344,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2887225,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8646_mo8,SRP108708,p8646
SRR5650033,WGS,196,3805908648,PRJNA385949,SAMN07199872,Metagenome or environmental,2646234233,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887224,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:53:00Z,1,p8646_mo9,SRP108708,p8646
SRR5650034,WGS,194,11567664942,PRJNA385949,SAMN07199869,Metagenome or environmental,7850197112,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX2887223,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:44:00Z,1,p8646_mo6,SRP108708,p8646
SRR5650035,WGS,196,10988958061,PRJNA385949,SAMN07199870,Metagenome or environmental,7538197555,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887222,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:46:00Z,1,p8646_mo7,SRP108708,p8646
SRR5650036,WGS,196,2411565242,PRJNA385949,SAMN07199875,Metagenome or environmental,1675996448,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887221,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8649mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:44:00Z,1,p8649_mo11,SRP108708,p8649
SRR5650037,WGS,196,3843570423,PRJNA385949,SAMN07199876,Metagenome or environmental,2674671734,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887220,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8649mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:02:00Z,1,p8649_mo12,SRP108708,p8649
SRR5650038,WGS,198,12277736150,PRJNA385949,SAMN07199873,Metagenome or environmental,8126572822,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887219,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8649mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:26:00Z,1,p8649_mo1,SRP108708,p8649
SRR5650039,WGS,196,3358315261,PRJNA385949,SAMN07199874,Metagenome or environmental,2348368608,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887218,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8649mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p8649_mo10,SRP108708,p8649
SRR5650040,WGS,197,11671588256,PRJNA385949,SAMN07199879,Metagenome or environmental,7763535060,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2887217,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8649mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:50:00Z,1,p8649_mo2,SRP108708,p8649
SRR5650041,WGS,197,11867775099,PRJNA385949,SAMN07199880,Metagenome or environmental,7917957840,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887216,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8649mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:53:00Z,1,p8649_mo3,SRP108708,p8649
SRR5650042,WGS,199,1767666154,PRJNA385949,SAMN07199836,Metagenome or environmental,995602304,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887215,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:43:00Z,1,p8582_mo5,SRP108708,p8582
SRR5650043,WGS,199,1713037850,PRJNA385949,SAMN07199838,Metagenome or environmental,969587055,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887214,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:43:00Z,1,p8582_mo7,SRP108708,p8582
SRR5650044,WGS,199,1575874446,PRJNA385949,SAMN07199837,Metagenome or environmental,891808455,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887213,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:46:00Z,1,p8582_mo6,SRP108708,p8582
SRR5650045,WGS,199,3290590181,PRJNA385949,SAMN07200001,Metagenome or environmental,1351712103,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887212,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9281mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p9281_mo5,SRP108708,p9281
SRR5650046,WGS,186,18033621,PRJNA385949,SAMN07200002,Metagenome or environmental,7748591,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2887211,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9281mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:38:00Z,1,p9281_mo6,SRP108708,p9281
SRR5650047,WGS,199,3174060286,PRJNA385949,SAMN07199995,Metagenome or environmental,1316324919,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2887210,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p9223_mo7,SRP108708,p9223
SRR5650048,WGS,198,3702701360,PRJNA385949,SAMN07199996,Metagenome or environmental,1425663323,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2887209,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:48:00Z,1,p9223_mo8,SRP108708,p9223
SRR5650049,WGS,198,1262264357,PRJNA385949,SAMN07199993,Metagenome or environmental,487035955,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887208,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:43:00Z,1,p9223_mo5,SRP108708,p9223
SRR5650050,WGS,198,3067611992,PRJNA385949,SAMN07199994,Metagenome or environmental,1289129854,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887207,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9223mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:47:00Z,1,p9223_mo6,SRP108708,p9223
SRR5650051,WGS,197,1401159829,PRJNA385949,SAMN07199999,Metagenome or environmental,546242669,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887206,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9281mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:42:00Z,1,p9281_mo3,SRP108708,p9281
SRR5650052,WGS,198,3617478981,PRJNA385949,SAMN07200000,Metagenome or environmental,1421887150,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887205,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9281mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p9281_mo4,SRP108708,p9281
SRR5650053,WGS,199,2800474331,PRJNA385949,SAMN07199997,Metagenome or environmental,1166291828,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2887204,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9281mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:53:00Z,1,p9281_mo1,SRP108708,p9281
SRR5650054,WGS,198,4863527867,PRJNA385949,SAMN07199998,Metagenome or environmental,1841904409,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2887203,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9281mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:00:00Z,1,p9281_mo2,SRP108708,p9281
SRR5650055,WGS,199,1937406386,PRJNA385949,SAMN07199866,Metagenome or environmental,1081146817,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887202,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:44:00Z,1,p8646_mo3,SRP108708,p8646
SRR5650056,WGS,199,2019568569,PRJNA385949,SAMN07199865,Metagenome or environmental,1130804711,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2887201,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p8646_mo2,SRP108708,p8646
SRR5650057,WGS,197,3404915902,PRJNA385949,SAMN07199864,Metagenome or environmental,2334219438,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887200,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:55:00Z,1,p8646_mo12,SRP108708,p8646
SRR5650058,WGS,196,3855711151,PRJNA385949,SAMN07199863,Metagenome or environmental,2666177098,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2887199,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p8646_mo11,SRP108708,p8646
SRR5650059,WGS,196,3685738087,PRJNA385949,SAMN07199862,Metagenome or environmental,2542861833,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2887198,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:54:00Z,1,p8646_mo10,SRP108708,p8646
SRR5650060,WGS,199,1718106431,PRJNA385949,SAMN07199861,Metagenome or environmental,950249444,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887197,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:47:00Z,1,p8646_mo1,SRP108708,p8646
SRR5650061,WGS,197,9515267834,PRJNA385949,SAMN07199860,Metagenome or environmental,6556117053,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2887196,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:42:00Z,1,p8600_mo9,SRP108708,p8600
SRR5650062,WGS,195,10382211900,PRJNA385949,SAMN07199859,Metagenome or environmental,7099754930,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887195,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:26:00Z,1,p8600_mo8,SRP108708,p8600
SRR5650063,WGS,196,11645652799,PRJNA385949,SAMN07199868,Metagenome or environmental,7987560227,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2887194,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:31:00Z,1,p8646_mo5,SRP108708,p8646
SRR5650064,WGS,199,2031037059,PRJNA385949,SAMN07199867,Metagenome or environmental,1141224285,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887193,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8646mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:48:00Z,1,p8646_mo4,SRP108708,p8646
SRR5650065,WGS,196,5576087866,PRJNA385949,SAMN07199928,Metagenome or environmental,2242829879,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2887192,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:00:00Z,1,p8808_mo7,SRP108708,p8808
SRR5650066,WGS,196,593798003,PRJNA385949,SAMN07199927,Metagenome or environmental,240511691,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887191,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:42:00Z,1,p8808_mo6,SRP108708,p8808
SRR5650067,WGS,196,992124167,PRJNA385949,SAMN07199930,Metagenome or environmental,398119640,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887190,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:46:00Z,1,p8808_mo9,SRP108708,p8808
SRR5650068,WGS,196,4686473362,PRJNA385949,SAMN07199929,Metagenome or environmental,1915515576,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887189,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p8808_mo8,SRP108708,p8808
SRR5650069,WGS,198,2675192683,PRJNA385949,SAMN07199924,Metagenome or environmental,1033652265,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887188,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p8808_mo12,SRP108708,p8808
SRR5650070,WGS,196,6456279598,PRJNA385949,SAMN07199923,Metagenome or environmental,2594194305,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2887187,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:03:00Z,1,p8808_mo11,SRP108708,p8808
SRR5650071,WGS,196,4502308058,PRJNA385949,SAMN07199953,Metagenome or environmental,1839582693,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2887186,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:08:00Z,1,p8883_mo2,SRP108708,p8883
SRR5650072,WGS,196,2280662104,PRJNA385949,SAMN07199925,Metagenome or environmental,926467454,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887185,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:45:00Z,1,p8808_mo4,SRP108708,p8808
SRR5650073,WGS,198,8119253669,PRJNA385949,SAMN07199932,Metagenome or environmental,3052329999,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887184,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:08:00Z,1,p8816_mo10,SRP108708,p8816
SRR5650074,WGS,196,9574312377,PRJNA385949,SAMN07199931,Metagenome or environmental,6628332868,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887183,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:42:00Z,1,p8816_mo1,SRP108708,p8816
SRR5650075,WGS,196,4214743051,PRJNA385949,SAMN07199954,Metagenome or environmental,1700886806,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887182,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p8883_mo3,SRP108708,p8883
SRR5650076,WGS,200,1842986760,PRJNA385949,SAMN07199849,Metagenome or environmental,1027887965,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2887181,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:44:00Z,1,p8600_mo1,SRP108708,p8600
SRR5650077,WGS,196,4212021181,PRJNA385949,SAMN07199850,Metagenome or environmental,2927843523,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX2887180,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p8600_mo10,SRP108708,p8600
SRR5650078,WGS,196,4103239463,PRJNA385949,SAMN07199851,Metagenome or environmental,2810354490,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2887179,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:59:00Z,1,p8600_mo11,SRP108708,p8600
SRR5650079,WGS,195,3632294925,PRJNA385949,SAMN07199852,Metagenome or environmental,2529559216,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX2887178,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p8600_mo12,SRP108708,p8600
SRR5650080,WGS,196,4236932263,PRJNA385949,SAMN07199853,Metagenome or environmental,2927998644,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887177,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8600_mo2,SRP108708,p8600
SRR5650081,WGS,199,1682659597,PRJNA385949,SAMN07199854,Metagenome or environmental,940230558,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2887176,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:46:00Z,1,p8600_mo3,SRP108708,p8600
SRR5650082,WGS,199,1644603428,PRJNA385949,SAMN07199855,Metagenome or environmental,922662746,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887175,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:47:00Z,1,p8600_mo4,SRP108708,p8600
SRR5650083,WGS,199,1761067871,PRJNA385949,SAMN07199856,Metagenome or environmental,986828253,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2887174,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:46:00Z,1,p8600_mo5,SRP108708,p8600
SRR5650084,WGS,199,1729694895,PRJNA385949,SAMN07199857,Metagenome or environmental,968978699,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887173,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:46:00Z,1,p8600_mo6,SRP108708,p8600
