Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR18491036,WGS,4755,1532023762,PRJNA820119,SAMN26980347,Metagenome or environmental,1384432381,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX14622776,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.305 E,TD3,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:19:00Z,1,TD3,SRP366030
SRR18491037,WGS,300,16059257100,PRJNA820119,SAMN26980195,Metagenome or environmental,5247011198,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622691,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.153 E,META20IMWJ27_TD51,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-26T00:00:00Z,2022-03-26T00:14:00Z,1,META20IMWJ27_TD51,SRP366030
SRR18491038,WGS,300,8165061600,PRJNA820119,SAMN26980060,Metagenome or environmental,2681431222,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622690,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.18 E,META20IMWJ28_CD16,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:25:00Z,1,META20IMWJ28_CD16,SRP366030
SRR18491039,WGS,300,10866448800,PRJNA820119,SAMN26980194,Metagenome or environmental,3549743651,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622689,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.152 E,META20IMWJ27_TD50,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:48:00Z,1,META20IMWJ27_TD50,SRP366030
SRR18491040,WGS,300,12750021900,PRJNA820119,SAMN26980193,Metagenome or environmental,4159602991,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14622688,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.151 E,META20IMWJ27_TD49,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:48:00Z,1,META20IMWJ27_TD49,SRP366030
SRR18491041,WGS,300,8465287500,PRJNA820119,SAMN26980192,Metagenome or environmental,2763448958,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14622687,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.150 E,META20IMWJ27_TD48,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:31:00Z,1,META20IMWJ27_TD48,SRP366030
SRR18491042,WGS,300,9435561900,PRJNA820119,SAMN26980191,Metagenome or environmental,3083606700,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622686,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.149 E,META20IMWJ27_TD47,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:47:00Z,1,META20IMWJ27_TD47,SRP366030
SRR18491043,WGS,300,9247501200,PRJNA820119,SAMN26980190,Metagenome or environmental,3019044921,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622685,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.148 E,META20IMWJ27_TD46,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:34:00Z,1,META20IMWJ27_TD46,SRP366030
SRR18491044,WGS,300,10093427400,PRJNA820119,SAMN26980189,Metagenome or environmental,3296484826,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622684,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.147 E,META20IMWJ27_TD45,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:41:00Z,1,META20IMWJ27_TD45,SRP366030
SRR18491045,WGS,300,8837212200,PRJNA820119,SAMN26980188,Metagenome or environmental,2874762002,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622683,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.146 E,META20IMWJ27_TD44,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:40:00Z,1,META20IMWJ27_TD44,SRP366030
SRR18491046,WGS,300,7981222800,PRJNA820119,SAMN26980187,Metagenome or environmental,2612052430,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622682,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.145 E,META20IMWJ27_TD43,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,META20IMWJ27_TD43,SRP366030
SRR18491047,WGS,300,8021359200,PRJNA820119,SAMN26980186,Metagenome or environmental,2651261629,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622681,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.144 E,META20IMWJ27_TD42,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:36:00Z,1,META20IMWJ27_TD42,SRP366030
SRR18491048,WGS,300,10282252500,PRJNA820119,SAMN26980185,Metagenome or environmental,3375592061,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622680,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.143 E,META20IMWJ27_TD41,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-26T00:00:00Z,2022-03-25T23:51:00Z,1,META20IMWJ27_TD41,SRP366030
SRR18491049,WGS,300,8559849300,PRJNA820119,SAMN26980059,Metagenome or environmental,2796582279,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622679,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.17 E,META20IMWJ28_CD15,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ28_CD15,SRP366030
SRR18491050,WGS,300,8803674300,PRJNA820119,SAMN26980184,Metagenome or environmental,2867189161,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622678,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.142 E,META20IMWJ27_TD40,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:41:00Z,1,META20IMWJ27_TD40,SRP366030
SRR18491051,WGS,300,8474283600,PRJNA820119,SAMN26980183,Metagenome or environmental,2812283599,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622677,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.141 E,META20IMWJ27_TD39,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD39,SRP366030
SRR18491052,WGS,300,7683063600,PRJNA820119,SAMN26980182,Metagenome or environmental,2499907926,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622676,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.140 E,META20IMWJ27_TD38,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,META20IMWJ27_TD38,SRP366030
SRR18491053,WGS,300,7528815900,PRJNA820119,SAMN26980181,Metagenome or environmental,2468562635,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622675,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.139 E,META20IMWJ27_TD37,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,META20IMWJ27_TD37,SRP366030
SRR18491054,WGS,300,6969615900,PRJNA820119,SAMN26980180,Metagenome or environmental,2274212089,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622674,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.138 E,META20IMWJ27_TD36,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD36,SRP366030
SRR18491055,WGS,300,7909919100,PRJNA820119,SAMN26980179,Metagenome or environmental,2592996491,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622673,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.137 E,META20IMWJ27_TD35,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,META20IMWJ27_TD35,SRP366030
SRR18491056,WGS,300,8766490800,PRJNA820119,SAMN26980178,Metagenome or environmental,2879715473,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622672,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.136 E,META20IMWJ27_TD34,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:51:00Z,1,META20IMWJ27_TD34,SRP366030
SRR18491057,WGS,300,11924105700,PRJNA820119,SAMN26980177,Metagenome or environmental,3881462634,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622671,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.135 E,META20IMWJ27_TD33,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:42:00Z,1,META20IMWJ27_TD33,SRP366030
SRR18491058,WGS,300,7115263500,PRJNA820119,SAMN26980176,Metagenome or environmental,2324361580,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622670,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.134 E,META20IMWJ27_TD32,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:25:00Z,1,META20IMWJ27_TD32,SRP366030
SRR18491059,WGS,300,5646297900,PRJNA820119,SAMN26980175,Metagenome or environmental,1859875035,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622669,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.133 E,META20IMWJ27_TD31,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,META20IMWJ27_TD31,SRP366030
SRR18491060,WGS,300,7681872600,PRJNA820119,SAMN26980058,Metagenome or environmental,2537647667,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622668,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.16 E,META20IMWJ28_CD14,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-26T00:00:00Z,2022-03-25T23:57:00Z,1,META20IMWJ28_CD14,SRP366030
SRR18491061,WGS,300,6599826900,PRJNA820119,SAMN26980174,Metagenome or environmental,2152559679,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622667,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.132 E,META20IMWJ27_TD30,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:28:00Z,1,META20IMWJ27_TD30,SRP366030
SRR18491062,WGS,300,8046297300,PRJNA820119,SAMN26980173,Metagenome or environmental,2589105030,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622666,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.131 E,META20IMWJ27_TD29,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:33:00Z,1,META20IMWJ27_TD29,SRP366030
SRR18491063,WGS,300,5120145000,PRJNA820119,SAMN26980172,Metagenome or environmental,1677858189,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622665,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.130 E,META20IMWJ27_TD28,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,META20IMWJ27_TD28,SRP366030
SRR18491064,WGS,300,6603650400,PRJNA820119,SAMN26980171,Metagenome or environmental,2172372539,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622636,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.129 E,META20IMWJ27_TD27,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:32:00Z,1,META20IMWJ27_TD27,SRP366030
SRR18491065,WGS,9510,4332901409,PRJNA820119,SAMN26980296,Metagenome or environmental,3941137596,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14622663,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.254 E,CD52,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,CD52,SRP366030
SRR18491066,WGS,7383,4612890072,PRJNA820119,SAMN26980295,Metagenome or environmental,4198891243,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622662,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.253 E,CD51,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:22:00Z,1,CD51,SRP366030
SRR18491067,WGS,300,8022293700,PRJNA820119,SAMN26980070,Metagenome or environmental,2637829661,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622661,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.28 E,META20IMWJ28_CD26,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,META20IMWJ28_CD26,SRP366030
SRR18491068,WGS,5085,4913772274,PRJNA820119,SAMN26980294,Metagenome or environmental,4498845842,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622660,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.252 E,CD50,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,CD50,SRP366030
SRR18491069,WGS,6005,6492067516,PRJNA820119,SAMN26980293,Metagenome or environmental,5930071540,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX14622659,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.251 E,CD49,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,CD49,SRP366030
SRR18491070,WGS,6253,3834863487,PRJNA820119,SAMN26980292,Metagenome or environmental,3503833129,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14622658,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.250 E,CD48,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,CD48,SRP366030
SRR18491071,WGS,6850,8669640644,PRJNA820119,SAMN26980291,Metagenome or environmental,7940013028,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14622657,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.249 E,CD47,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:26:00Z,1,CD47,SRP366030
SRR18491072,WGS,5434,4799686916,PRJNA820119,SAMN26980290,Metagenome or environmental,4403948395,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622656,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.248 E,CD46,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:21:00Z,1,CD46,SRP366030
SRR18491073,WGS,7266,6361147640,PRJNA820119,SAMN26980289,Metagenome or environmental,5769967293,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622655,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.247 E,CD45,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:25:00Z,1,CD45,SRP366030
SRR18491074,WGS,8584,3377012489,PRJNA820119,SAMN26980288,Metagenome or environmental,3060720752,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622654,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.246 E,CD44,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:30:00Z,1,CD44,SRP366030
SRR18491075,WGS,4290,3858684537,PRJNA820119,SAMN26980287,Metagenome or environmental,3520528607,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14622653,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.245 E,CD43,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,CD43,SRP366030
SRR18491076,WGS,8082,4505014315,PRJNA820119,SAMN26980286,Metagenome or environmental,4096300556,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX14622652,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.244 E,CD42,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:27:00Z,1,CD42,SRP366030
SRR18491077,WGS,4770,6261473802,PRJNA820119,SAMN26980285,Metagenome or environmental,5710971773,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14622651,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.243 E,CD41,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:28:00Z,1,CD41,SRP366030
SRR18491078,WGS,300,9314289600,PRJNA820119,SAMN26980069,Metagenome or environmental,3065170689,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622650,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,fecal samples,39.3 N 116.27 E,META20IMWJ28_CD25,PAIRED,RANDOM,METAGENOMIC,gut metagenome,ILLUMINA,2022-03-25T00:00:00Z,2022-03-25T23:39:00Z,1,META20IMWJ28_CD25,SRP366030
SRR18491079,WGS,5888,3850870471,PRJNA820119,SAMN26980284,Metagenome or environmental,3525694167,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14622649,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.242 E,CD40,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:22:00Z,1,CD40,SRP366030
SRR18491080,WGS,6366,2188346793,PRJNA820119,SAMN26980283,Metagenome or environmental,1978830959,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14622648,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.241 E,CD39,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:20:00Z,1,CD39,SRP366030
SRR18491081,WGS,5841,5005870484,PRJNA820119,SAMN26980282,Metagenome or environmental,4583390688,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14622647,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.240 E,CD38,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:28:00Z,1,CD38,SRP366030
SRR18491082,WGS,7634,4986408623,PRJNA820119,SAMN26980281,Metagenome or environmental,4524421589,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14622646,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.239 E,CD37,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:24:00Z,1,CD37,SRP366030
SRR18491083,WGS,6031,7803426536,PRJNA820119,SAMN26980280,Metagenome or environmental,7130611926,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14622645,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.238 E,CD36,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:36:00Z,1,CD36,SRP366030
SRR18491084,WGS,7723,7138587893,PRJNA820119,SAMN26980279,Metagenome or environmental,6468581546,"INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES",2019-11,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX14622644,China,Asia,China: Beijing,Homo sapiens,PromethION,fecal samples,39.3 N 116.237 E,CD35,SINGLE,RANDOM,METAGENOMIC,gut metagenome,OXFORD_NANOPORE,2022-03-25T00:00:00Z,2022-03-25T23:29:00Z,1,CD35,SRP366030
